Short URL,Long URL
https://eled.org/3409,https://www.youtube.com/watch?v=YETdZyZI6es
https://eled.org/3410,https://www.youtube.com/watch?v=KuuM6HIepfA
https://eled.org/3411,https://www.loc.gov/item/webcast-8810/
https://eled.org/3412,https://www.youtube.com/watch?v=itszep0duwI
https://eled.org/3413,https://www.teachingauthors.com/2016/06/examples-of-revision-in-process.html
https://eled.org/3414,http://www.lostandfoundnature.com/
https://eled.org/3415,https://www.merriam-webster.com/thesaurus
https://eled.org/3416,https://www.youtube.com/watch?v=RbpHUhrkRnU
https://eled.org/3417,https://www.youtube.com/watch?v=R1J9IVfr6Ww&feature=youtu.be
https://eled.org/3418,https://www.youtube.com/watch?v=XiuU1mlFeEc
https://eled.org/0189,https://www.google.com/forms/about/
https://eled.org/3419,https://www.youtube.com/watch?v=v0_3t5p31LA
https://eled.org/3420,https://www.youtube.com/watch?v=sfPiKORrsTU
https://eled.org/3421,https://www.youtube.com/watch?v=b2tzp6XJJ0s
https://eled.org/3422,https://www.youtube.com/watch?v=3m3VXbCbcv8
https://eled.org/3024,https://miro.com/education-whiteboard/
https://eled.org/3423,https://www.youtube.com/watch?v=_UZxXUwQX84&list=PLZbXA4lyCtqoGCqmyhiSfgK9JLly_LcfK&index=5
https://eled.org/3424,https://www.youtube.com/watch?v=eN7MJxZPZwQ
https://eled.org/3024,https://miro.com/education-whiteboard/
https://eled.org/3425,https://www.athletesforhope.org/
https://eled.org/3429,https://thisibelieve.org/essay/16931/
https://eled.org/3430,https://eleducation.org/resources/supporting-english-language-learners-through-the-curriculum-and-beyond/
https://eled.org/3431,https://www.wbur.org/kindworld/2017/06/30/kind-world-41-almost-impossible
https://eled.org/3432,https://www.youtube.com/watch?v=KDs39lzSGww
https://eled.org/3433,https://artsandculture.google.com/entity/portrait/m01dv4h?categoryid=other
https://eled.org/3024,https://miro.com/education-whiteboard/
https://eled.org/3024,https://miro.com/education-whiteboard/
https://eled.org/3444,https://www.canva.com/education/
https://eled.org/3445,https://drive.google.com/drive/u/1/folders/1ElEFKo73McGkr0xRrdxNsracgOUG6xJ9
https://eled.org/3305,https://www.pics4learning.com/
https://eled.org/3306,https://www.photosforclass.com/
https://eled.org/3452,https://www.youtube.com/watch?v=FT1qfe0Idhs
https://eled.org/3453,https://www.earthrangers.com/EN/CA/podcast/episode-4/
https://eled.org/3454,https://www.vermontpublic.org/programs/2017-08-18/how-do-bees-make-honey-and-why-do-they-sting
https://eled.org/3456,https://www.youtube.com/watch?v=MKqhMX0lxhY
https://eled.org/3458,https://www.youtube.com/watch?v=GF3VZW72LO8
https://eled.org/3459,https://docs.google.com/presentation/d/1Dt8jMAI0nGtjAOkiCqxrB2qIl2Zg5D_ZlEwpwj2xk0E/edit#slide=id.p
https://eled.org/3459,https://docs.google.com/presentation/d/1Dt8jMAI0nGtjAOkiCqxrB2qIl2Zg5D_ZlEwpwj2xk0E/edit#slide=id.p
https://eled.org/3460,https://earth.google.com/web/
https://eled.org/0241,https://www.aarp.org/politics-society/environment/info-07-2011/local-food-best-for-environment-myth-buster.html
https://eled.org/3470,https://www.youtube.com/watch?v=7-Ufz2Y6sOY
https://eled.org/3471,https://www.youtube.com/watch?v=5fMGVoLXJlc
https://eled.org/3472,https://www.youtube.com/watch?v=UyCbp671rmE
https://eled.org/3473,https://www.youtube.com/watch?v=dFKicqqVME8
https://eled.org/3474,https://www.youtube.com/watch?v=D-hvtJPGK6A
https://eled.org/3475,https://www.youtube.com/watch?v=xmQmqi5ghjQ
https://eled.org/3476,https://www.youtube.com/watch?v=uDJpk89_Y8s
https://eled.org/3477,https://www.youtube.com/watch?v=iblveeTDkXQ
https://eled.org/3478,https://www.vermontpublic.org/podcast/but-why-a-podcast-for-curious-kids/2022-05-06/why-do-flowers-bloom
https://eled.org/3479,https://www.youtube.com/watch?v=4f3H12YNlxo
https://eled.org/3480,https://www.youtube.com/watch?v=xa2ov07aaz4
https://eled.org/3481,https://www.youtube.com/watch?v=FkAgdoxLPwA
https://eled.org/3482,https://www.youtube.com/watch?v=WLu2Eols0BI
https://eled.org/3483,https://www.youtube.com/watch?v=VArvKNwx9mw
https://eled.org/3484,Activities Kids Like to Do slides
https://eled.org/3485,https://www.youtube.com/watch?v=sufC6bX7Kh0
https://eled.org/3486,https://www.youtube.com/watch?v=SEOKCqbMaT8
https://eled.org/3487,https://www.youtube.com/watch?v=k16g9h_Umlk&t=97s
https://eled.org/3488,https://www.youtube.com/watch?v=pIaxeEUgNow&feature=youtu.be
https://eled.org/3489,https://youtu.be/k16g9h_Umlk?t=97
https://eled.org/3424,https://www.youtube.com/watch?v=eN7MJxZPZwQ
https://eled.org/3491,https://www.ready.gov/videos#disasters
https://eled.org/3492,https://www.cdc.gov/natural-disasters/psa-toolkit/
https://eled.org/3493,https://youtu.be/k16g9h_Umlk?t=457
https://eled.org/3497,https://eleducation.org/resources/psa-video
https://eled.org/3498,https://www.adcouncil.org/find-assets
https://eled.org/3499,https://edgestudio.com/scripts/commercial/public-service-announcement-psa/
https://eled.org/3500,https://kids.nationalgeographic.com/animals/invertebrates/facts/monarch-butterfly
https://eled.org/3501,https://ed.ted.com/lessons/how-tsunamis-work-alex-gendler
https://eled.org/reading-reps,https://eleducation.org/curriculum/language-arts/planning/routines/?filter=types%3A%3AREADING_REPS%3B%3B&page=1
https://eled.org/austins-butterfly,https://eleducation.org/resources/austins-butterfly
https://eled.org/3641,https://www.youtube.com/watch?v=ublfinvxqHo
https://eled.org/3647,https://www.youtube.com/watch?v=dvPuhLC9GjU
https://eled.org/3648,https://www.youtube.com/watch?v=-lmd35Cz2TQ
https://eled.org/3649,https://www.youtube.com/watch?v=jF0Id-hH9y4
https://eled.org/3650,https://www.youtube.com/watch?v=LYbXeEIugtk
https://eled.org/3651,https://www.youtube.com/watch?v=iq63QW8g7jI
https://eled.org/3652,https://www.youtube.com/watch?v=WrMe8LdXVa4
https://eled.org/3653,https://www.youtube.com/watch?v=P0G_3-S9WAk
https://eled.org/3654,https://www.youtube.com/watch?v=TXlYkfB8ix8
https://eled.org/3655,https://www.youtube.com/watch?v=cwFZyNiRzQU
https://eled.org/3656,https://www.youtube.com/watch?v=--6jOxWo84A
https://eled.org/3657,https://www.youtube.com/watch?v=izdoAhKuZ8E
https://eled.org/3668,https://www.sciencekids.co.nz/sciencefacts/animals/hummingbird.html
https://eled.org/3669,https://docs.google.com/presentation/d/10wxYD5e_8kYRrDr78nBOJOQb3XDQ7qqQEuT8liQQpDk/edit#slide=id.p
https://eled.org/3670,https://www.youtube.com/watch?v=VOrBsbe6yGw
https://eled.org/3671,https://www.youtube.com/watch?v=gGzHfEsr_W4
https://eled.org/3672,https://www.youtube.com/watch?v=EI4WUbNQGo0
https://eled.org/3673,https://www.youtube.com/watch?v=ifXMpuNk9RA
https://eled.org/3674,https://www.youtube.com/watch?v=8MWsifALFGI
https://eled.org/3675,https://www.youtube.com/watch?v=piPbG-YPl-g
https://eled.org/3676,https://www.youtube.com/watch?v=zQqNzES08M8
https://eled.org/3677,https://www.youtube.com/watch?v=DSCArJLz0sg
https://eled.org/3678,https://www.youtube.com/watch?v=GhTYP8o4gxc
https://eled.org/3679,https://www.youtube.com/watch?v=DD2BX3ILvWo
https://eled.org/3680,https://www.youtube.com/watch?v=QtsdbnFns64
https://eled.org/3681,https://www.youtube.com/watch?v=dyMslFLngoY
https://eled.org/3683,https://www.turtlediary.com/game/prefix.html
https://eled.org/3684,https://pbskids.org/readyjetgo/games/space-scout-food-farmer
https://eled.org/3685,https://www.generationgenius.com/videolessons/plant-parts-video-for-kids/
https://eled.org/3686,https://www.turtlediary.com/game/adjectives-phrases.html
https://eled.org/3687,https://wpsu.pbslearningmedia.org/resource/5475ece5-5840-4c88-ad2a-8c7a8ccdaf9f/budding-conifer-timelapses-earth-a-new-wild/
https://eled.org/3024,https://miro.com/education-whiteboard/
https://eled.org/3688,https://www.youtube.com/watch?v=x5mHzwEOpp4
https://eled.org/3689,https://www.youtube.com/watch?v=5P_g8i3fBb0
https://eled.org/3690,https://www.youtube.com/watch?v=5vUDjKMBVBc
https://eled.org/3691,https://www.youtube.com/watch?v=FXv-Hf4oK54
https://eled.org/3692,https://www.youtube.com/watch?v=4zOgEYJLbuM
https://eled.org/3695,https://batweek.org/
https://eled.org/3697,https://www.marketplace.org/shows/million-bazillion/saving-money-is-really-hard-to-do/
https://eled.org/3698,https://docs.google.com/presentation/d/1SZ4Z5b_AQ9QxAaK9ksWHqGoLDN8zighcyFFj8s2cjBI/edit#slide=id.p
https://eled.org/3699,https://www.google.com/slides/about/
https://eled.org/3700,https://www.youtube.com/watch?v=NLc0qUxUXGI
https://eled.org/3701,https://kids.nationalgeographic.com/animals/birds/facts/emperor-penguin
https://eled.org/3702,https://www.youtube.com/watch?v=BEgEIEfSuvU
https://eled.org/3703,https://kids.nationalgeographic.com/animals/birds/facts/bald-eagle
https://eled.org/3704,https://www.youtube.com/watch?v=xWi3Xkfg0XQ
https://eled.org/3705,https://a-z-animals.com/blog/10-incredible-scarlet-macaw-facts/
https://eled.org/3706,https://www.youtube.com/watch?v=1IpE8NaGVKA
https://eled.org/3707,http://www.biokids.umich.edu/critters/Archilochus_colubris/
https://eled.org/2922,https://www.youtube.com/watch?v=eIDpRZyZ6h4
https://eled.org/2922,https://www.youtube.com/watch?v=eIDpRZyZ6h4
https://eled.org/0215,https://www.jamesweldonjohnson.org/lift-every-voice-and-sing
https://eled.org/3708,https://www.spanishdict.com/
https://eled.org/0146,https://sketch.io/sketchpad/
https://eled.org/3709,https://www.youtube.com/watch?v=9tWs9cyG03U
https://eled.org/3710,https://www.youtube.com/watch?v=mOuZrgjJ8QQ
https://eled.org/3711,https://www.youtube.com/watch?v=KM-59ljA4Bs
https://eled.org/3712,https://www.youtube.com/watch?v=xrYiH0vTXHQ
https://eled.org/3713,https://www.turtlediary.com/game/adverbs-of-manner.html
https://eled.org/3714,https://www.turtlediary.com/game/sentence-unscramble-second-grade.html
https://eled.org/3720,https://kidsdiscover.com/infographics/
https://eled.org/3721,https://www.youtube.com/watch?v=Gb5Yfc4ZdNo
https://eled.org/3722,https://www.youtube.com/watch?v=0yHjQKXWqYI
https://eled.org/3723,https://thebugchicks.com/articles/video/episode-4-flower-power
https://eled.org/3733,https://www.boardofwatersupply.com/psas
https://eled.org/3734,https://img1.wsimg.com/blobby/go/65a5037c-a2b3-44ef-89fd-437bfa0e4ce9/Youth%20Guide%20to%20the%20Global%20Goals.pdf
https://eled.org/3740,https://www.youtube.com/watch?v=A-xScqCN0GA
https://eled.org/3453,https://www.earthrangers.com/EN/CA/podcast/episode-4/
https://eled.org/3898,https://wpsu.pbslearningmedia.org/resource/bees-whats-the-buzz-about-bees/bees-whats-the-buzz-about-bees/
https://eled.org/3899,https://www.kiddle.co/
https://eled.org/3900,https://www.youtube.com/watch?v=MQiszdkOwuU
https://eled.org/3901,https://www.nwf.org/NativePlantFinder
https://eled.org/3288,https://www.oxfordlearnersdictionaries.com/us/
https://eled.org/3916,https://www.sciencekids.co.nz/pictures/animals/bee.html
https://eled.org/3917,https://thewordsearch.com/maker/
https://eled.org/3918,https://puzzlemaker.discoveryeducation.com/word-search
https://eled.org/3919,https://eleducation.org/resources/austins-butterfly-drafts/
https://eled.org/3920,https://www.youtube.com/watch?v=rcA_FYtlXB0
https://eled.org/3899,https://www.kiddle.co/
https://eled.org/3922,https://wpsu.pbslearningmedia.org/resource/tdc02.sci.life.reg.monarch/migration-of-the-monarch/
https://eled.org/3923,https://www.turtlediary.com/games/spelling.html
https://eled.org/3924,https://kidsgardening.org/resources/lesson-plans-petal-attraction/
https://eled.org/3925,https://www.saveourmonarchs.org/schools.html  
https://eled.org/3926,https://altnps.org/seed-packs
https://eled.org/4039,https://youtu.be/svi9mN4v5lQ
https://eled.org/2922,https://www.youtube.com/watch?v=eIDpRZyZ6h4
https://eled.org/3306,https://www.photosforclass.com/
https://eled.org/4047,https://www.weareteachers.com/anchor-charts-101/
https://eled.org/4053,https://www.youtube.com/watch?v=remX_MugsOM
https://eled.org/4124,https://www.vermontpublic.org/podcast/but-why-a-podcast-for-curious-kids/2022-10-07/how-do-bees-make-honey-and-why-do-they-sting
https://eled.org/4216,https://vimeo.com/41224339
https://eled.org/3494,https://www.youtube.com/watch?v=J7q9Kn1rhRc
https://eled.org/4217,https://www.youtube.com/watch?v=txv2k7OoY7U
https://eled.org/4218,https://eleducation.org/resources/teaching-through-movement
https://eled.org/4224,https://eleducation.org/resources/characteristics-of-primary-learners/
https://eled.org/4229,https://docs.google.com/spreadsheets/d/1ZAPkvcrVwHS0ssg5_cvoPgsh4RSfO-f-K0TJpZ9CX4Y/edit?usp=drive_link
https://eled.org/4230,https://docs.google.com/spreadsheets/d/1zi94ZzzfGqk0RKSc8eRkSwkVzLeBoihe7lnAXvO8Gy0/edit?usp=sharing
https://eled.org/4231,https://docs.google.com/spreadsheets/d/1f1Qvs49T8Nhi-gYYeHzjKznwbcHqRSJWGJ4WFdUgLhs/edit?usp=drive_link
https://eled.org/4232,https://docs.google.com/spreadsheets/d/1iPKhkdtgXOcOZ_eL1NNuqW74UlqkqZ5FG3gz7_CYQm4/edit#gid=1895654813
https://eled.org/phonogram-cards,https://eleducation.org/curriculum/language-arts/planning/toolkit?filter=type%3A%3APHONOGRAM_CARDS%3B%3B&page=1
https://eled.org/hfw-cards,https://eleducation.org/curriculum/language-arts/planning/toolkit?filter=type%3A%3AHIGH_FREQUENCY_WORDS%3B%3B&page=1
https://eled.org/4235,https://www.youtube.com/watch?v=aFpC1vAIgNc
https://eled.org/4236,https://www.energy.gov/energy-sources
https://eled.org/4237,https://www.energy.gov/nuclear
https://eled.org/skills-independent-student-activities,https://eleducation.org/curriculum/language-arts/planning/independent-student-activities-overview/
https://eled.org/skills-sg-family-letters,https://eleducation.org/curriculum/language-arts/planning/letters-for-families/skills-block/
https://eled.org/4255,https://musiclab.chromeexperiments.com/Spectrogram/
https://eled.org/4259,https://www.pbs.org/wnet/african-americans-many-rivers-to-cross/
https://eled.org/4263,https://www.youtube.com/watch?v=BB4Luctf560
https://eled.org/4264,https://www.brainson.org/page/bonus-mystery-sound
https://eled.org/skills-wg-family-letters,https://eleducation.org/curriculum/language-arts/planning/letters-for-families/skills-block/
https://eled.org/4266,https://app.soundstripe.com/sound-effects
https://eled.org/4267,https://apnews.com/article/klamath-dams-removal-tribes-restoration-seeds-1bffbd1c351992f0f164d81d92a81b47
https://eled.org/skills-class-set-up,https://eleducation.org/curriculum/language-arts/planning/skills-classroom-setup/
https://eled.org/4279,https://www.youtube.com/watch?v=DqKIchBW0x8
https://eled.org/4280,https://www.youtube.com/watch?v=CgCMBFcifVE
https://eled.org/4281,https://www.youtube.com/watch?v=Ey4n8vqlX_o
https://eled.org/4282,https://www.youtube.com/watch?v=vfySQBxAA4w
https://eled.org/4283,https://www.youtube.com/watch?v=zzC5cQv-mt8
https://eled.org/4284,https://www.eia.gov/state/
https://eled.org/4285,https://www.epa.gov/egrid/power-profiler#/
https://eled.org/4286,https://www.livingwithwolves.org/
https://eled.org/4287,https://wolf.org/
https://eled.org/4288,https://www.youtube.com/watch?v=4fegjimLr84
https://eled.org/4289,https://www.youtube.com/watch?v=mPr_SvnJ_z0
https://eled.org/4290,https://www.youtube.com/watch?v=PRTxPJfCKhY
https://eled.org/4291,https://www.youtube.com/watch?v=qcC1-hDaID8
https://eled.org/required-trade-book-procurement-list,https://eleducation.org/resources/k-8-required-trade-book-and-resource-procurement-list/
https://eled.org/4310,https://www.tepapa.govt.nz/about/touring-exhibitions/whales-tohora/whale-lab/whale-sounds
https://eled.org/4311,https://kids.britannica.com/kids/article/whale/353922
https://eled.org/4312,https://wa100.dnr.wa.gov/
https://eled.org/4326,https://www.youtube.com/watch?v=kM7kDeDeBsw
https://eled.org/4327,https://www.youtube.com/watch?v=D6Cwi-jMzdc
https://eled.org/4328,https://www.youtube.com/watch?v=QGPX_DRwJ9s
https://eled.org/benchmark-encoding,https://eleducation.org/curriculum/language-arts/planning/benchmark-assessments/encoding-assessment/
https://eled.org/benchmark-decoding,https://eleducation.org/curriculum/language-arts/planning/benchmark-assessments/decoding-assessment/
https://eled.org/benchmark-fluency,https://eleducation.org/curriculum/language-arts/planning/benchmark-assessments/fluency-assessment/
https://eled.org/benchmark-letter-identification,https://eleducation.org/curriculum/language-arts/planning/benchmark-assessments/letter-identification-assessment/
https://eled.org/benchmark-phonemic-awareness,https://eleducation.org/curriculum/language-arts/planning/benchmark-assessments/phonological-and-phonemic-awareness-assessment/
https://eled.org/4340,https://learnaboutbats.com/bat-facts/
https://eled.org/4341,https://www.batcon.org/about-bats/bat-profiles/
https://eled.org/4342,https://www.dolphins-world.com/dolphin-information/
https://eled.org/4343,https://www.dolphinsplus.com/dolphin-facts-everything-you-need-to-know#are_dolphins_fish
https://eled.org/4344,https://www.natgeokids.com/uk/discover/animals/sea-life/dolphins/
https://eled.org/K5-recommended-texts-2025,https://eleducation.org/curriculum/language-arts/planning/required-and-recommended-texts/
https://eled.org/4361,https://www.grammarly.com/blog/superlative-adjectives/
https://eled.org/4371,https://musiclab.chromeexperiments.com/Experiments
https://eled.org/4566,https://www.youtube.com/watch?v=esnUOePENzU
https://eled.org/4567,https://www.youtube.com/watch?v=Pz5rNrMdd1k
https://eled.org/4568,https://www.youtube.com/watch?v=03Q3WYCNgL0
